Ссылка,Изображение,Название,Старая цена,Новая цена,Автор

https://www.chitai-gorod.ru/product/serdce-mozg-i-kishechnik-voyna-bez-konechnostey-2649194,https://content.img-gorod.ru/pim/products/images/d1/37/018edfa2-9cba-7a7a-8cee-045d57b2d137.jpg,"Сердце, Мозг и Кишечник. Война без конечностей",,,Ник Селак

https://www.chitai-gorod.ru/product/sekretnye-voyny-2969426,https://content.img-gorod.ru/pim/products/images/0e/fd/018f612b-9164-7825-b0bf-dc7d911f0efd.jpg,Секретные войны,,,Джим Шутер

https://www.chitai-gorod.ru/product/laksheri-kotaksheri-smeshnye-komiksy-iz-zhizni-kotikov-i-ih-chelovekov-2942514,https://content.img-gorod.ru/pim/products/images/7c/c4/0190aa47-d3ea-7f21-ad53-49edba3e7cc4.jpg,Лакшери-Котакшери. Смешные комиксы из жизни котиков и их человеков,,,Елена Соломонова

https://www.chitai-gorod.ru/product/chelovek-pauk-utraty-2950197,https://content.img-gorod.ru/pim/products/images/3f/e9/018f60c2-8d55-72fd-8df0-4e6aff933fe9.jpg,Человек-паук. Утраты,,,"Питер Дэвид, Джерри Конуэй, Стэн Ли"

https://www.chitai-gorod.ru/product/mstiteli-zapadnogo-poberezhya-poiski-vizhna-2838509,https://content.img-gorod.ru/pim/products/images/68/2f/01907e0a-ddc8-75f7-84e5-12bfa247682f.jpg,Мстители Западного побережья. Поиски Вижна,,,Джон Бирн

https://www.chitai-gorod.ru/product/morskoy-volk-2796406,https://content.img-gorod.ru/pim/products/images/9b/d6/018ee3d4-71ac-7520-bf7b-458434fc9bd6.jpg,Морской волк,,,Джек Лондон

https://www.chitai-gorod.ru/product/league-of-legends-liga-legend-zed-2822798,https://content.img-gorod.ru/pim/products/images/fe/d2/018ee48a-2825-7be9-b446-a193a7a4fed2.jpg,League of Legends. Лига легенд. Зед,,,О. Шафер

https://www.chitai-gorod.ru/product/betmen-tiho-graficheskiy-roman-2390248,https://content.img-gorod.ru/pim/products/images/36/58/018f5cc5-7469-70d3-8a59-a4cc25123658.jpg,Бэтмен: Тихо!: графический роман,,,Джеф Лоэб

https://www.chitai-gorod.ru/product/amerikanskiy-vampir-kniga-3-2823711,https://content.img-gorod.ru/pim/products/images/07/16/018f5cd3-7bbe-7d30-a6b3-9513c4ec0716.jpg,Американский вампир. Книга 3,,,Скотт Снайдер

https://www.chitai-gorod.ru/product/filosofiya-v-komiksah-2666648,https://content.img-gorod.ru/pim/products/images/b6/ee/018ee018-5c92-76ec-9a23-1101c9a1b6ee.jpg,Философия в комиксах,,,Дэйв Робинсон

https://www.chitai-gorod.ru/product/chto-esli-kreyven-ubil-cheloveka-pauka-2942856,https://content.img-gorod.ru/pim/products/images/79/de/018f60aa-5a54-7c7b-806f-32d7ab6479de.jpg,Что если?.. Крэйвен убил Человека-Паука,,,

https://www.chitai-gorod.ru/product/pribytie-2958599,https://content.img-gorod.ru/pim/products/images/53/fb/018f60e6-604f-7811-835e-f2bb75ef53fb.jpg,Прибытие,,,Шон Тан

https://www.chitai-gorod.ru/product/mogila-betmena-ot-avtora-transmetropoliten-2873926,https://content.img-gorod.ru/pim/products/images/9d/7f/018f5cf1-12c4-7a94-81b3-a06911ae9d7f.jpg,"Могила Бэтмена (от автора ""Трансметрополитен"")",,,Уоррен Эллис

https://www.chitai-gorod.ru/product/chelovek-nevidimka-graficheskiy-roman-2651699,https://content.img-gorod.ru/pim/products/images/64/38/018edfb1-3862-785b-8d6e-e62be0946438.jpg,Человек-невидимка: графический роман,,,Герберт Уэллс

https://www.chitai-gorod.ru/product/potryasayushchie-lyudi-iks-polnoe-sobranie-tom-1-2880295,https://content.img-gorod.ru/pim/products/images/8c/d1/018f5fcb-2b98-70e9-bf41-dbf5411f8cd1.jpg,Потрясающие Люди Икс. Полное собрание. Том 1,,,Джосс Уидон

https://www.chitai-gorod.ru/product/chudesnye-momenty-marvel-chelovek-pauk-gollandskie-ugly-2865224,https://content.img-gorod.ru/pim/products/images/83/83/018f5f8f-2e06-7eb9-aaeb-9111ae7a8383.jpg,Чудесные моменты Marvel. Человек-паук. Голландские углы,,,Говард Чайкин

https://www.chitai-gorod.ru/product/komplekt-rosomaha-deniela-ueya-polnoe-sobranie-komplekt-iz-4-h-knig-2958483,https://content.img-gorod.ru/pim/products/images/ba/b8/019057ea-edd3-73d1-806e-0cfe0d56bab8.jpg,Комплект «Росомаха» Дэниела Уэя. Полное собрание (комплект из 4-х книг),,,Даниэл Уэй

https://www.chitai-gorod.ru/product/marvel-chto-esli-rosomaha-protiv-konana-2863935,https://content.img-gorod.ru/pim/products/images/a6/00/018f5f86-9787-7fca-a36a-f0945fafa600.jpg,MARVEL: Что если?.. Росомаха против Конана,,,Гленн Хердлинг

https://www.chitai-gorod.ru/product/padenie-elcina-s-mosta-2842062,https://content.img-gorod.ru/pim/products/images/e4/37/018ee532-26ba-7f14-8986-92fda291e437.jpg,Падение Ельцина с моста,,,Виталий Терлецкий

https://www.chitai-gorod.ru/product/videoigry-neveroyatnye-hroniki-igrovoy-revolyucii-v-komiksah-2835175,https://content.img-gorod.ru/pim/products/images/34/49/018ee4ee-e071-7eb7-a3eb-aa690d023449.jpg,Видеоигры. Невероятные хроники игровой революции в комиксах,,,Джонатан Хеннесси

https://www.chitai-gorod.ru/product/supermen-chto-sluchilos-s-chelovekom-zavtrashnego-dnya-2808163,https://content.img-gorod.ru/pim/products/images/f2/53/018f5cf9-b3bb-7bbd-82fe-2102f8edf253.jpg,Супермен. Что случилось с Человеком Завтрашнего Дня?,,,Алан Мур

https://www.chitai-gorod.ru/product/komiks-dora-m-smirnova-2674575,https://content.img-gorod.ru/pim/products/images/76/34/018ee041-2846-7a33-a682-030eeb267634.jpg,Комикс Дора (м) Смирнова,,,Аня Смирнова

https://www.chitai-gorod.ru/product/simpsony-antologiya-tom-4-2789126,https://content.img-gorod.ru/pim/products/images/4e/88/018ee3ae-b5db-7191-8a0e-277eeb1b4e88.jpg,Симпсоны. Антология. Том 4,,,Мэтт Грейнинг

https://www.chitai-gorod.ru/product/chernyy-grimuar-2793538,https://content.img-gorod.ru/pim/products/images/74/25/018f5eab-8ee8-741a-820b-a09a0d267425.jpg,Черный гримуар,,,Вера Гринти

https://www.chitai-gorod.ru/product/betmen-detective-comics-ledenyashchiy-uzhas-2769645,https://content.img-gorod.ru/pim/products/images/89/f2/018f5d05-65b2-7bb5-b4e3-b36a8d1f89f2.jpg,Бэтмен. Detective Comics. Леденящий ужас,,,Дж. Розам

https://www.chitai-gorod.ru/product/betmen-spisok-graficheskiy-roman-2630268,https://content.img-gorod.ru/pim/products/images/48/15/018f5cfe-3408-7092-9e82-0092ef3e4815.jpg,Бэтмен. Список: графический роман,,,Джеймс Тайнион IV

https://www.chitai-gorod.ru/product/sestry-gremiye-son-sary-2965771,https://content.img-gorod.ru/pim/products/images/f0/3c/018fb050-1ec3-7a08-8bbc-66e70671f03c.jpg,Сестры Гремийе. Сон Сары,,,Джованни Ди Грегорио

https://www.chitai-gorod.ru/product/most-trollya-2853354,https://content.img-gorod.ru/pim/products/images/dd/9e/018fa152-c55e-7d8a-85a1-415d8ec3dd9e.jpg,Мост тролля,,,Нил Гейман

https://www.chitai-gorod.ru/product/ya-edinorog-i-ya-sushchestvuyu-smeshnye-i-trogatelnye-istorii-pro-taynye-strasti-problemy-i-radosti-ocharovatelnoy-edinorozhki-bridzhit-2791918,https://content.img-gorod.ru/pim/products/images/31/28/018f5e6d-028c-7e70-bf5e-21ae73243128.jpg,"Я - Единорог, и я существую! Смешные и трогательные истории про тайные страсти, проблемы и радости очаровательной единорожки Бриджит",,,Полин Дюамель

https://www.chitai-gorod.ru/product/podrostki-mutanty-nindzya-cherepashki-vtorzhenie-triceratonov-2788836,https://content.img-gorod.ru/pim/products/images/1e/96/018febbf-6d39-7b80-9282-461b62211e96.jpg,Подростки Мутанты Ниндзя Черепашки. Вторжение Трицератонов,,,Том Валтс

https://www.chitai-gorod.ru/product/tehnosvyashchenniki-tom-pervyy-2769363,https://content.img-gorod.ru/pim/products/images/5d/35/018f5e60-e2f4-7f7d-bfa4-c1cec0765d35.jpg,Техносвященники. Том первый,,,Алехандро Ходоровски

https://www.chitai-gorod.ru/product/igor-ugor-tom-2-ikra-2729821,https://content.img-gorod.ru/pim/products/images/4f/03/018ee200-b5f2-7b17-ac0b-f277561c4f03.jpg,Игорь Угорь. Том 2. Икра,,,Артём Габрелянов

https://www.chitai-gorod.ru/product/world-of-warcraft-kniga-1-2729722,https://content.img-gorod.ru/pim/products/images/3d/9e/01907195-8dea-7a45-9998-8433d9093d9e.jpg,World of Warcraft. Книга 1,,,Уолтер Симонсон

https://www.chitai-gorod.ru/product/vselennaya-dc-rebirth-titany-2-3-krasnyy-kolpak-i-izgoi-temnaya-troica-1-otcy-i-deti-2685657,https://content.img-gorod.ru/pim/products/images/40/43/018f5d02-a193-71f8-8306-40756c604043.jpg,"Вселенная DC. Rebirth. Титаны #2–3, Красный Колпак и Изгои. Темная троица #1: Отцы и дети",,,"Дэн Абнетт, Скотт Лобделл"

https://www.chitai-gorod.ru/product/betmen-igra-s-ognem-chast-1-graficheskiy-roman-2602626,https://content.img-gorod.ru/pim/products/images/6f/c9/018f5cf9-b2e3-7e93-8f37-e9a9ce466fc9.jpg,Бэтмен. Игра с огнем. Часть 1: графический роман,,,Брайан Вон

https://www.chitai-gorod.ru/product/uzhas-danvicha-graficheskiy-roman-2595895,https://content.img-gorod.ru/pim/products/images/da/fe/018ede24-b8c0-7b5f-81c6-526c4a14dafe.jpg,Ужас Данвича: графический роман,,,Говард Филлипс Лавкрафт

https://www.chitai-gorod.ru/product/meteora-tom-1-samaya-opasnaya-veshch-v-kosmose-kniga-komiksov-2489235,https://content.img-gorod.ru/pim/products/images/15/bb/018edafd-4c95-7f53-bc5e-0a36380915bb.jpg,Метеора. Том 1. Самая опасная вещь в космосе. Книга комиксов,,,

https://www.chitai-gorod.ru/product/mayor-igor-grom-specvypusk-dolg-kniga-komiksov-2961069,https://content.img-gorod.ru/pim/products/images/62/43/018ee9a5-5961-7052-ae57-ae8e91dc6243.jpg,Майор Игорь Гром. Спецвыпуск. Долг: книга комиксов,,,"Евгений Еронин, Роман Котков"

https://www.chitai-gorod.ru/product/betmen-detective-comics-mertveckiy-holod-singl-2884249,https://content.img-gorod.ru/pim/products/images/ec/2f/018f5cef-e7b1-77d1-baf9-9aa5afedec2f.jpg,Бэтмен. Detective Comics. Мертвецкий холод (сингл),,,Питер Дж. Томаси

https://www.chitai-gorod.ru/product/betmen-chelovek-kotoryy-smeetsya-graficheskiy-roman-2581320,https://content.img-gorod.ru/pim/products/images/f8/2f/018f5d02-b281-76f1-a7c7-78d21d99f82f.jpg,"Бэтмен. Человек, который смеется: графический роман",,,Эд Брубейкер

https://www.chitai-gorod.ru/product/temnoe-pravlenie-zloveshchiy-chelovek-pauk-2909516,https://content.img-gorod.ru/pim/products/images/a1/d5/018f6048-af94-77e8-8490-1e219400a1d5.jpg,Тёмное правление. Зловещий Человек-паук,,,Брайан Рид

https://www.chitai-gorod.ru/product/betmen-detective-comics-zhatva-2643242,https://content.img-gorod.ru/pim/products/images/5e/e5/018f5d0e-e1fe-7a66-8163-1837ea465ee5.jpg,Бэтмен. Detective Comics. Жатва,,,"Джо Бенитес, Пол Дини"

https://www.chitai-gorod.ru/product/vse-zvezdy-betmen-i-robin-chudo-malchik-absolyutnoe-izdanie-2864942,https://content.img-gorod.ru/pim/products/images/1d/0e/018f5cf1-2606-77ab-8870-995c98621d0e.jpg,"Все звезды. Бэтмен и Робин, Чудо-Мальчик. Абсолютное издание",,,Фрэнк Миллер

https://www.chitai-gorod.ru/product/byt-vmeste-2838972,https://content.img-gorod.ru/pim/products/images/11/6a/018f5f22-4828-70f5-99b8-a2eed544116a.jpg,Быть вместе,,,Дебби Танг

https://www.chitai-gorod.ru/product/harli-kvinn-da-zdravstvuet-harlivud-2779375,https://content.img-gorod.ru/pim/products/images/e0/6f/018f5d03-2ebe-7524-9a4a-90006610e06f.jpg,Харли Квинн. Да здравствует Харливуд!,,,Пол Дини

https://www.chitai-gorod.ru/product/trevozhnye-istorii-houkay-i-zimniy-soldat-2817871,https://content.img-gorod.ru/pim/products/images/32/d8/018ee463-ed2a-7ce9-8982-7f72253432d8.jpg,Тревожные истории: Хоукай и Зимний солдат,,,Маршалл Розенберг

https://www.chitai-gorod.ru/product/betmen-detective-comics-kniga-1-vosstanie-betmenov-graficheskiy-roman-2650631,https://content.img-gorod.ru/pim/products/images/af/73/018f5cc6-1ef4-7c2b-99e7-d0842296af73.jpg,Бэтмен. Detective Comics. Книга 1. Восстание бэтменов: графический роман,,,Джеймс Тайнион IV

https://www.chitai-gorod.ru/product/krizis-geroev-2817462,https://content.img-gorod.ru/pim/products/images/aa/ed/018f5cf6-069a-75de-94fa-f8593f3daaed.jpg,Кризис героев,,,Том Кинг

https://www.chitai-gorod.ru/product/klassika-marvel-doktor-strendzh-2811604,https://content.img-gorod.ru/pim/products/images/5d/e2/018ee430-6fcf-7b56-9beb-55146e375de2.jpg,Классика Marvel. Доктор Стрэндж,,,Стэн Ли

https://www.chitai-gorod.ru/product/chmoki-2720102,https://content.img-gorod.ru/pim/products/images/7a/0f/018ee19d-33fa-7e8c-89c9-2e2342107a0f.jpg,Чмоки,,,Филиппа Райс

https://www.chitai-gorod.ru/product/starcraft-liniya-fronta-tom-1-2745424,https://content.img-gorod.ru/pim/products/images/4d/3f/018ee273-8752-7fa7-867c-bc63f6424d3f.jpg,StarCraft: Линия фронта. Том 1,,,"Пол Бенджамин, Ричард Кнаак, Джош Элдер"

https://www.chitai-gorod.ru/product/megg-mogg-i-sova-snova-v-dele-2758949,https://content.img-gorod.ru/pim/products/images/0d/3c/018ee2d3-aff6-7adf-be23-149458300d3c.jpg,"Мэгг, Могг и Сова. Снова в Деле",,,Саймон Хансельманн

https://www.chitai-gorod.ru/product/chelovek-pauk-planeta-simbiotov-2676682,https://content.img-gorod.ru/pim/products/images/cc/ab/018ee04c-b8b2-77f3-95fe-22e1362bccab.jpg,Человек-Паук. Планета Симбиотов,,,Дэвид Микелайни

https://www.chitai-gorod.ru/product/vselennaya-dc-rebirth-zelenaya-strela-kn-2-ostrov-shramov-2692624,https://content.img-gorod.ru/pim/products/images/5f/5f/018f5d0e-4186-7caa-a7ad-5bd8f91f5f5f.jpg,Вселенная DC. Rebirth. Зеленая Стрела. Кн.2. Остров шрамов,,,Бенджамин Перси

https://www.chitai-gorod.ru/product/besoboy-karantinnaya-kniga-2942394,https://content.img-gorod.ru/pim/products/images/4f/87/018ee900-6982-762f-85e0-b4933b5c4f87.jpg,Бесобой. Карантинная книга,,,Анастасия Ким

https://www.chitai-gorod.ru/product/priklyucheniya-supergeroev-kapitan-marvel-2931176,https://content.img-gorod.ru/pim/products/images/db/8e/018fba63-67fc-78ef-80d1-94afe9d6db8e.jpg,Приключения супергероев: Капитан Марвел,,,"Шолли Фиш, Джейкоб Чабот"

https://www.chitai-gorod.ru/product/dyuzhina-zahvatyvayushchaya-povest-o-gryadushchem-2942388,https://content.img-gorod.ru/pim/products/images/10/7b/018f609e-8333-760b-9cfd-0e417d3e107b.jpg,Дюжина. Захватывающая повесть о грядущем,,,Джозеф Стражински

https://www.chitai-gorod.ru/product/chudesnye-momenty-marvel-lyudi-iks-ostalnoe-prilozhitsya-2865222,https://content.img-gorod.ru/pim/products/images/4f/7d/018f5f8f-5056-706a-ab71-d5cc995c4f7d.jpg,Чудесные моменты Marvel. Люди Икс. Остальное приложится,,,Д. Эдидин

https://www.chitai-gorod.ru/product/neveroyatnyy-halk-181-a-vot-i-rosomaha-pervoe-poyavlenie-rosomahi-2763790,https://content.img-gorod.ru/pim/products/images/67/6d/018ee2f9-1b5b-7862-be83-9175c724676d.jpg,Невероятный Халк №181. А вот и… Росомаха! Первое появление Росомахи,,,Л. Уин

https://www.chitai-gorod.ru/product/supermen-chto-sluchilos-s-chelovekom-zavtrashnego-dnya-izdanie-delyuks-2849416,https://content.img-gorod.ru/pim/products/images/d5/9b/018f5ca1-7ec6-7511-9433-aca153bfd59b.jpg,Супермен. Что случилось с Человеком Завтрашнего Дня? Издание делюкс,,,Алан Мур

https://www.chitai-gorod.ru/product/fleshforvard-2858138,https://content.img-gorod.ru/pim/products/images/ca/9c/018f5cf9-a622-7422-acaf-e7d986ddca9c.jpg,Флэшфорвард,,,Скотт Лобделл

https://www.chitai-gorod.ru/product/dedpul-protiv-tanosa-2601856,https://content.img-gorod.ru/pim/products/images/b1/bf/018ede48-6dbd-758b-a86a-9857f4b1b1bf.jpg,Дэдпул против Таноса,,,Тим Сили

https://www.chitai-gorod.ru/product/novyy-chelovek-pauk-2099-tom-2-grazhdanskaya-voyna-ii-2860058,https://content.img-gorod.ru/pim/products/images/e6/c0/018ee5d7-43d6-7155-8c1f-30ec3fb9e6c0.jpg,Новый Человек-Паук 2099. Том 2: Гражданская война II,,,Питер Дэвид

https://www.chitai-gorod.ru/product/vremya-priklyucheniy-izbrannoe-tom-3-2844085,https://content.img-gorod.ru/pim/products/images/a7/38/018f5f41-3d45-7b88-824b-9f3fb95da738.jpg,Время приключений. Избранное. Том 3,,,Эмили Партридж

https://www.chitai-gorod.ru/product/serdzhio-aragones-raznosit-marvel-2782102,https://content.img-gorod.ru/pim/products/images/7b/19/018f5e74-1bc4-765c-b6f8-a7828bcc7b19.jpg,Серджио Арагонес разносит MARVEL,,,С. Арагонес

https://www.chitai-gorod.ru/product/vselennaya-dc-rebirth-betmen-detective-comics-kniga-4-bog-iz-mashiny-2736140,https://content.img-gorod.ru/pim/products/images/ca/e6/018f5cfa-8ae3-7fd0-a231-1576627ecae6.jpg,Вселенная DC. Rebirth. Бэтмен. Detective Comics. Книга 4. Бог из машины,,,Джеймс Тайнион IV

https://www.chitai-gorod.ru/product/maugli-2727993,https://content.img-gorod.ru/pim/products/images/03/a7/018f5df8-2d39-7da6-9d17-69f8d49c03a7.jpg,Маугли,,,Редьярд Киплинг

https://www.chitai-gorod.ru/product/zelenyy-fonar-voyna-korpusa-sinestro-2734907,https://content.img-gorod.ru/pim/products/images/92/29/018f5cb3-2f3c-75e8-a8f5-5ce5f8e99229.jpg,Зеленый Фонарь. Война Корпуса Синестро,,,"Джефф Джонс, Питер Дж. Томаси"

https://www.chitai-gorod.ru/product/titany-rebirth-1-titany-vozvrashchenie-uolli-uesta-1-begi-so-vseh-nog-krasnyy-kolpak-i-izgoi-rebirth-1-komiksy-2678818,https://content.img-gorod.ru/pim/products/images/85/27/018f5d02-57f7-71e7-80d3-52e5fba68527.jpg,"Титаны: Rebirth # 1, Титаны. Возвращение Уолли Уэста #1: Беги со всех ног. Красный Колпак и Изгои: Rebirth #1: комиксы",,,"Дэн Абнетт, Скотт Лобделл"

https://www.chitai-gorod.ru/product/betmen-detective-comics-kniga-2-sindikat-zhertv-graficheskiy-roman-2677837,https://content.img-gorod.ru/pim/products/images/4c/4d/018f5cf6-6f07-7365-a819-04c8ff124c4d.jpg,Бэтмен. Detective Comics. Книга 2. Синдикат Жертв: графический роман,,,"Маргерит Беннетт, Джеймс Тайнион IV"

https://www.chitai-gorod.ru/product/serdce-i-mozg-taynaya-zhizn-vnutrennih-organov-2612910,https://content.img-gorod.ru/pim/products/images/77/10/018ede92-099d-7c89-8fc1-893639767710.jpg,Сердце и мозг. Тайная жизнь внутренних органов,,,Ник Селак

https://www.chitai-gorod.ru/product/the-evil-within-graficheskiy-roman-2597842,https://content.img-gorod.ru/pim/products/images/0f/b7/018ede30-cf2a-76ec-8211-dfdba6660fb7.jpg,The Evil Within: графический роман,,,Ян Эджинтон

https://www.chitai-gorod.ru/product/betmen-dolgiy-hellouin-specvypusk-2950029,https://content.img-gorod.ru/pim/products/images/be/cd/018f5cf0-88d2-72fc-83ab-faa1e344becd.jpg,Бэтмен. Долгий Хэллоуин. Спецвыпуск,,,Джеф Лоэб

https://www.chitai-gorod.ru/product/ochen-strannye-dela-zadira-2895312,https://content.img-gorod.ru/pim/products/images/54/2f/018f6014-4bb6-7401-91b4-d668f32d542f.jpg,Очень странные дела. Задира,,,Грег Пак

https://www.chitai-gorod.ru/product/doktor-strendzh-proklyatie-2896644,https://content.img-gorod.ru/pim/products/images/79/a9/018ee76a-890e-774a-bb7a-64d08d9d79a9.jpg,Доктор Стрэндж. Проклятие,,,Донни Кейтс

https://www.chitai-gorod.ru/product/zarazhenie-neubivaemye-2839673,https://content.img-gorod.ru/pim/products/images/39/61/018f5ce6-c7f5-74e7-b41e-f00e3b493961.jpg,Заражение. Неубиваемые,,,Том Тэйлор

https://www.chitai-gorod.ru/product/ochen-strannye-dela-nauchnyy-lager-2885026,https://content.img-gorod.ru/pim/products/images/bc/19/018ee710-c435-7534-80c3-28f18c28bc19.jpg,Очень странные дела. Научный лагерь,,,Джоди Хаузер

https://www.chitai-gorod.ru/product/psihushka-dzhokera-pingvin-tot-kto-smeetsya-poslednim-2785706,https://content.img-gorod.ru/pim/products/images/85/67/018f5d02-faf9-7122-a42c-ccacbee38567.jpg,"Психушка Джокера. Пингвин. Тот, кто смеется последним!",,,Джейсон Аарон

https://www.chitai-gorod.ru/product/borodatye-anekdoty-v-komiksah-2792834,https://content.img-gorod.ru/pim/products/images/61/d2/018ee3c1-4b66-7bce-aa4b-26b514b061d2.jpg,Бородатые анекдоты в комиксах,,,Артур Шергин

https://www.chitai-gorod.ru/product/chto-esli-mstiteli-protiv-lyudey-iks-2781220,https://content.img-gorod.ru/pim/products/images/23/81/018ee376-708c-70a9-b023-3df1676f2381.jpg,Что Если? Мстители против Людей Икс,,,Джимми Палмиотти

https://www.chitai-gorod.ru/product/bloodborne-zavesa-razorvannaya-v-klochya-2785929,https://content.img-gorod.ru/pim/products/images/2f/df/018fa1e8-11b2-7d53-9d08-f4eb01d62fdf.jpg,"Bloodborne. Завеса, разорванная в клочья",,,Алеш Кот

https://www.chitai-gorod.ru/product/life-is-strange-struny-2804924,https://content.img-gorod.ru/pim/products/images/15/a2/018fa1f1-8dba-70e5-b1c1-b335c89f15a2.jpg,Life is Strange. Струны,,,Эмма Вичели

https://www.chitai-gorod.ru/product/venom-duhi-vozmezdiya-2726948,https://content.img-gorod.ru/pim/products/images/7d/de/018ee1f1-2285-724f-aba7-705291647dde.jpg,Веном: Духи возмездия,,,

https://www.chitai-gorod.ru/product/amerikanskiy-vampir-kniga-1-2748359,https://content.img-gorod.ru/pim/products/images/0b/7e/018f5cf5-a096-758a-bab4-cd1685aa0b7e.jpg,Американский вампир. Книга 1,,,"Стивен Кинг, Скотт Снайдер"

https://www.chitai-gorod.ru/product/alaya-vedma-put-vedm-mir-koldovstva-posledniy-zagovor-2701209,https://content.img-gorod.ru/pim/products/images/15/11/018ee0e9-4dea-7659-8e51-8591d1351511.jpg,Алая Ведьма: Путь Ведьм. Мир колдовства. Последний заговор,,,Джеймс Робинсон

https://www.chitai-gorod.ru/product/sherlok-holms-v-komiksah-ch-1-etyud-v-bagrovyh-tonah-2673085,https://content.img-gorod.ru/pim/products/images/ec/91/018ee039-451e-700e-9010-c4ac28daec91.jpg,Шерлок Холмс в комиксах. Ч. 1. Этюд в багровых тонах,,,Ян Эджинтон

https://www.chitai-gorod.ru/product/soplyachka-tom-2-kriklivaya-kaliforniya-2682813,https://content.img-gorod.ru/pim/products/images/4c/92/018ee074-c107-775d-aa65-b13f43d74c92.jpg,Соплячка. Том 2. Крикливая Калифорния,,,Брайан О'Мэлли

https://www.chitai-gorod.ru/product/orudiya-smerti-gorod-kostey-t-1-graficheskiy-roman-2684568,https://content.img-gorod.ru/pim/products/images/ca/ee/018fa1ad-ac75-7eea-964a-4820327ecaee.jpg,Орудия смерти. Город костей. Т. 1: Графический роман,,,Кассандра Клэр

https://www.chitai-gorod.ru/product/liga-spravedlivosti-darksayd-apofeoz-2618967,https://content.img-gorod.ru/pim/products/images/81/f4/018f5cf5-5906-742a-a4b1-5e71704c81f4.jpg,Лига Справедливости. Дарксайд. Апофеоз,,,"Грег Пак, Пауло Сикейра"

https://www.chitai-gorod.ru/product/loki-dovertes-mne-tom-1-2767737,https://content.img-gorod.ru/pim/products/images/2a/d0/018ee316-bcbb-7c1b-9164-58250a7d2ad0.jpg,Локи. Доверьтесь мне. Том 1,,,Эл Юинг

https://www.chitai-gorod.ru/product/reki-1-straha-net-2955328,https://content.img-gorod.ru/pim/products/images/19/54/018ee979-0391-7cfc-956e-5ad2e06c1954.jpg,Реки №1. Страха нет,,,Алексей Замский

https://www.chitai-gorod.ru/product/chelovek-pauk-halk-i-zheleznyy-chelovek-troynaya-ugroza-2892912,https://content.img-gorod.ru/pim/products/images/3c/f0/018ee74a-e3e7-746e-9c80-26a19d343cf0.jpg,"Человек-Паук, Халк и Железный человек. Тройная угроза",,,Пол Тобин

https://www.chitai-gorod.ru/product/sudya-dredd-istoki-2924894,https://content.img-gorod.ru/pim/products/images/0c/c8/018f606c-809c-72f5-b51f-b4e0939e0cc8.jpg,Судья Дредд. Истоки,,,Дуг Вагнер

https://www.chitai-gorod.ru/product/chelovek-pauk-novyy-den-tom-1-2753227,https://content.img-gorod.ru/pim/products/images/2e/60/018f5e39-ff19-7efe-baf1-8b61707e2e60.jpg,Человек-Паук. Новый день. Том 1,,,Дэн Слотт

https://www.chitai-gorod.ru/product/betmen-detective-comics-takaya-tipa-semya-graficheskiy-roman-2673207,https://content.img-gorod.ru/pim/products/images/c5/db/018f5cfa-4640-774e-9990-f74d8a48c5db.jpg,Бэтмен. Detective Comics. Такая типа семья: графический роман,,,Пол Дини

https://www.chitai-gorod.ru/product/betmen-den-otca-2853876,https://content.img-gorod.ru/pim/products/images/1a/b4/018f5d02-a9c3-7402-948a-8ba787591ab4.jpg,Бэтмен. День отца,,,Том Тэйлор

https://www.chitai-gorod.ru/product/skazhi-mne-chto-ty-chitaesh-i-ya-skazhu-kto-ty-2879760,https://content.img-gorod.ru/pim/products/images/1a/d0/018f5ea4-cafc-772e-b9cc-e1af995f1ad0.jpg,"Скажи мне, что ты читаешь, и я скажу, кто ты!",,,Грант Снайдер

https://www.chitai-gorod.ru/product/betmen-proklyatie-belogo-rycarya-2853960,https://content.img-gorod.ru/pim/products/images/d8/5b/018f5cfb-ae8a-72d4-8853-bca0305cd85b.jpg,Бэтмен. Проклятие Белого Рыцаря,,,Шон Мерфи

https://www.chitai-gorod.ru/product/betmen-bezumnaya-lyubov-graficheskiy-roman-2594858,https://content.img-gorod.ru/pim/products/images/8a/a7/018f5d04-bfb3-705d-8fdc-e2036be28aa7.jpg,Бэтмен : Безумная любовь : графический роман,,,Пол Дини

https://www.chitai-gorod.ru/product/istoriya-vselennoy-marvel-2783706,https://content.img-gorod.ru/pim/products/images/bb/8f/018ee386-d6f6-752e-af05-8e61a0bebb8f.jpg,История вселенной Marvel,,,Марк Уэйд

https://www.chitai-gorod.ru/product/betmen-lechebnica-arkhem-ad-na-zemle-izdanie-delyuks-2822677,https://content.img-gorod.ru/pim/products/images/ea/35/018f5cfa-0fb9-735f-a7a3-5b7d7d54ea35.jpg,Бэтмен. Лечебница Аркхем. Ад на земле. Издание делюкс,,,Дэн Слотт

https://www.chitai-gorod.ru/product/cherchill-biografiya-v-komiksah-tom-i-2814686,https://content.img-gorod.ru/pim/products/images/68/00/018f5e3d-134c-79b6-bab0-cce2e6b96800.jpg,Черчилль. Биография в комиксах. Том I,,,В. Дельма

